FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
01112020     4  16.3   77  1023.6  360   11     BUENOS AIRES OBSERVATORIO                           
01112020     5  16.0   78  1023.6  320    4     BUENOS AIRES OBSERVATORIO                           
01112020     6  15.6   77  1024.1  360    7     BUENOS AIRES OBSERVATORIO                           
01112020     7  15.9   72  1024.4  360    7     BUENOS AIRES OBSERVATORIO                           
01112020     8  16.9   62  1024.6  320    7     BUENOS AIRES OBSERVATORIO                           
01112020     9  18.9   58  1024.5  320    9     BUENOS AIRES OBSERVATORIO                           
01112020    10  20.9   52  1024.2  320    7     BUENOS AIRES OBSERVATORIO                           
01112020    11  22.6   46  1023.9  360    9     BUENOS AIRES OBSERVATORIO                           
01112020    12  22.9   43  1023.6  360    7     BUENOS AIRES OBSERVATORIO                           
01112020    13  23.0   42  1023.0   50   11     BUENOS AIRES OBSERVATORIO                           
01112020    14  23.7   40  1022.3   50    7     BUENOS AIRES OBSERVATORIO                           
01112020    15  24.2   28  1021.6   70   13     BUENOS AIRES OBSERVATORIO                           
01112020    16  23.8   34  1020.8   90    6     BUENOS AIRES OBSERVATORIO                           
01112020    17  23.8   35  1020.3   50   11     BUENOS AIRES OBSERVATORIO                           
01112020    18  22.6   32  1020.3   90   11     BUENOS AIRES OBSERVATORIO                           
01112020    19  21.2   35  1020.2   50    9     BUENOS AIRES OBSERVATORIO                           
01112020    20  20.2   39  1019.9   50   13     BUENOS AIRES OBSERVATORIO                           
01112020    21  19.8   43  1020.1   50   11     BUENOS AIRES OBSERVATORIO                           
01112020    22  19.4   46  1020.4   50   13     BUENOS AIRES OBSERVATORIO                           
01112020    23  19.2   46  1020.7   50   19     BUENOS AIRES OBSERVATORIO                           
01112020     6  12.0   88  1024.4   20    9     CAMPO DE MAYO AERO                                  
01112020     7  13.1   84  1024.7   20    7     CAMPO DE MAYO AERO                                  
01112020     8  16.2   66  1024.8  360   15     CAMPO DE MAYO AERO                                  
01112020     9  18.2   57  1024.8  360   11     CAMPO DE MAYO AERO                                  
01112020    10  20.3   56  1024.6  360   11     CAMPO DE MAYO AERO                                  
01112020    11  21.8   50  1024.2  360    7     CAMPO DE MAYO AERO                                  
01112020    12  22.4   45  1023.7  360    9     CAMPO DE MAYO AERO                                  
01112020    13  23.3   44  1023.1   90   13     CAMPO DE MAYO AERO                                  
01112020    14  23.3   38  1022.3   90   13     CAMPO DE MAYO AERO                                  
01112020    15  23.4   36  1021.8   70   17     CAMPO DE MAYO AERO                                  
01112020    16  23.1   39  1021.0   90   15     CAMPO DE MAYO AERO                                  
01112020    17  22.6   42  1020.5   70   15     CAMPO DE MAYO AERO                                  
01112020    18  21.8   43  1020.5   70   15     CAMPO DE MAYO AERO                                  
01112020    19  19.8   43  1020.3   90    9     CAMPO DE MAYO AERO                                  
01112020    20  17.9   51  1020.3   70    9     CAMPO DE MAYO AERO                                  
01112020    21  17.1   51  1020.6   90   11     CAMPO DE MAYO AERO                                  
01112020     0  21.2   28  1017.2  360   24     CATAMARCA AERO                                      
01112020     1  21.8   26  1017.5  360   33     CATAMARCA AERO                                      
01112020     2  21.0   27  1016.5  360   33     CATAMARCA AERO                                      
01112020     3  20.6   26  1016.2  360   33     CATAMARCA AERO                                      
01112020     4  20.2   28  1015.4  360   33     CATAMARCA AERO                                      
01112020     5  19.2   31  1015.3  360   24     CATAMARCA AERO                                      
01112020     6  19.4   32  1015.7  360   24     CATAMARCA AERO                                      
01112020     7  19.0   31  1016.1  360   24     CATAMARCA AERO                                      
01112020     8  20.8   30  1016.8  360   24     CATAMARCA AERO                                      
01112020     9  23.2   25  1016.7  360   24     CATAMARCA AERO                                      
01112020    10  24.8   24  1016.1  360   44     CATAMARCA AERO                                      
01112020    11  27.2   20  1015.6  360   44     CATAMARCA AERO                                      
01112020    12  27.6   21  1015.0   20    9     CATAMARCA AERO                                      
01112020    13  29.4   19  1013.5  360   33     CATAMARCA AERO                                      
01112020    14  30.2   17  1012.6  360   33     CATAMARCA AERO                                      
01112020    15  30.6   17  1011.1  360   24     CATAMARCA AERO                                      
01112020    16  31.0   16  1010.0  360   24     CATAMARCA AERO                                      
01112020    17  30.8   17  1009.1  360   24     CATAMARCA AERO                                      
01112020    18  30.0   18  1009.1  360   24     CATAMARCA AERO                                      
01112020    19  28.2   19  1009.7  360   24     CATAMARCA AERO                                      
01112020    20  27.0   21  1010.3  360   24     CATAMARCA AERO                                      
01112020    21  26.0   23  1010.8  360   24     CATAMARCA AERO                                      
01112020    22  24.8   24  1011.8  360   33     CATAMARCA AERO                                      
01112020    23  24.6   24  1012.1  360   33     CATAMARCA AERO                                      
01112020     0  15.9   59  1021.2   90    6     CERES AERO                                          
01112020     1  14.9   62  1021.2   90    6     CERES AERO                                          
01112020     2  13.8   67  1021.2   90    6     CERES AERO                                          
01112020     3  13.8   65  1021.0   90    7     CERES AERO                                          
01112020     4  13.0   69  1020.6   90    6     CERES AERO                                          
01112020     5  12.3   73  1020.7   90    7     CERES AERO                                          
01112020     6  11.4   76  1020.0   90    7     CERES AERO                                          
01112020     7  13.4   68  1019.7   70    7     CERES AERO                                          
01112020     8  17.2   58  1020.2   50   19     CERES AERO                                          
01112020     9  21.6   47  1020.2   50   19     CERES AERO                                          
01112020    10  23.9   37  1020.0   50   17     CERES AERO                                          
01112020    11  24.6   31  1019.7   70   15     CERES AERO                                          
01112020    12  25.8   30  1019.7   50   15     CERES AERO                                          
01112020    13  25.8   28  1018.7   90    9     CERES AERO                                          
01112020    14  26.4   30  1017.4   20   15     CERES AERO                                          
01112020    15  28.4   30  1016.4  110   13     CERES AERO                                          
01112020    16  27.6   24  1015.5   90   15     CERES AERO                                          
01112020    17  28.0   25  1014.4   90   13     CERES AERO                                          
01112020    18  27.2   26  1014.3   70   13     CERES AERO                                          
01112020    19  25.6   33  1014.3   90   11     CERES AERO                                          
01112020    20  21.2   47  1014.5   70    7     CERES AERO                                          
01112020    21  18.6   51  1015.3   70    7     CERES AERO                                          
01112020    22  17.2   56  1015.2   70   11     CERES AERO                                          
01112020    23  16.6   58  1015.4   50    4     CERES AERO                                          
01112020     6  17.4   45  1018.7  140    6     CHAMICAL AERO                                       
01112020     7  17.6   46  1019.1  140    9     CHAMICAL AERO                                       
01112020     8  18.4   38  1019.5  140    9     CHAMICAL AERO                                       
01112020     9  18.4   47  1019.6  140   15     CHAMICAL AERO                                       
01112020    10  23.2   30  1018.9   90   22     CHAMICAL AERO                                       
01112020    11  24.9   25  1018.5   50   22     CHAMICAL AERO                                       
01112020    12  26.1   26  1015.8  360   28     CHAMICAL AERO                                       
01112020    13  27.6   23  1014.6   90   28     CHAMICAL AERO                                       
01112020    14  28.3   22  1013.2   90   28     CHAMICAL AERO                                       
01112020    15  29.0   20  1011.9   90   28     CHAMICAL AERO                                       
01112020    16  29.4   22  1012.2   50   33     CHAMICAL AERO                                       
01112020    17  30.0   22  1011.5   50   37     CHAMICAL AERO                                       
01112020    18  29.0   20  1011.3   70   28     CHAMICAL AERO                                       
01112020    19  27.8   22  1011.4   70   28     CHAMICAL AERO                                       
01112020    20  25.8   24  1012.4   90   22     CHAMICAL AERO                                       
01112020    21  24.0   27  1013.1   90    6     CHAMICAL AERO                                       
01112020     9  12.8   56  1016.2    0    0     CHAPELCO AERO                                       
01112020    10  17.8   42  1015.2    0    0     CHAPELCO AERO                                       
01112020    11  21.2   37  1014.3   50    7     CHAPELCO AERO                                       
01112020    12  22.4   32  1013.9   90    9     CHAPELCO AERO                                       
01112020    13  25.4   25  1013.2   70   11     CHAPELCO AERO                                       
01112020    14  27.2   23  1012.2    0    0     CHAPELCO AERO                                       
01112020    15  28.4   17  1011.6  200   13     CHAPELCO AERO                                       
01112020    16  29.6   20  1010.8   20   11     CHAPELCO AERO                                       
01112020    17  29.2   16  1010.5  250   15     CHAPELCO AERO                                       
01112020    18  27.8   24  1011.1  250   35     CHAPELCO AERO                                       
01112020    19  25.0   30  1012.3  250   31     CHAPELCO AERO                                       
01112020    20  23.2   36  1012.6  270   24     CHAPELCO AERO                                       
01112020    21  21.4   41  1012.9  250   17     CHAPELCO AERO                                       
01112020     9  23.0   38  1015.5   50   15     CHEPES                                              
01112020    15  30.2   27  1012.1   50    9     CHEPES                                              
01112020    21  23.4   30  1013.5   50    9     CHEPES                                              
01112020     9  16.6   39  1572.0  140    4     CHILECITO AERO                                      
01112020    15  29.0   21  1528.0  140    4     CHILECITO AERO                                      
01112020    21  24.7   27  1515.0  230   24     CHILECITO AERO                                      
01112020     9  19.0   49  1016.2   90    9     CIPOLLETTI                                          
01112020    15  32.9   18  1011.8   50   24     CIPOLLETTI                                          
01112020    21  24.8   61  1009.7    0    0     CIPOLLETTI                                          
01112020     0  11.1   83  1014.6    0    0     COMODORO RIVADAVIA AERO                             
01112020     1  10.1   85  1014.4  170    2     COMODORO RIVADAVIA AERO                             
01112020     2   9.3   81  1013.9  110    2     COMODORO RIVADAVIA AERO                             
01112020     3   8.8   80  1013.5  350    2     COMODORO RIVADAVIA AERO                             
01112020     4   9.4   81  1013.5  280    4     COMODORO RIVADAVIA AERO                             
01112020     5   8.4   84  1013.5  360    2     COMODORO RIVADAVIA AERO                             
01112020     6   9.3   77  1013.7    0    0     COMODORO RIVADAVIA AERO                             
01112020     7  11.4   74  1013.9    0    0     COMODORO RIVADAVIA AERO                             
01112020     8  14.1   70  1013.8  170    4     COMODORO RIVADAVIA AERO                             
01112020     9  14.8   68  1013.9  990    6     COMODORO RIVADAVIA AERO                             
01112020    10  17.8   63  1013.7    0    0     COMODORO RIVADAVIA AERO                             
01112020    11  19.3   60  1013.5  110    7     COMODORO RIVADAVIA AERO                             
01112020    12  22.5   49  1013.5  110    9     COMODORO RIVADAVIA AERO                             
01112020    13  24.6   41  1013.2  110    9     COMODORO RIVADAVIA AERO                             
01112020    14  26.6   37  1012.6  110    9     COMODORO RIVADAVIA AERO                             
01112020    15  25.3   41  1012.6   90   11     COMODORO RIVADAVIA AERO                             
01112020    16  25.8   40  1011.8   70    7     COMODORO RIVADAVIA AERO                             
01112020    17  27.0   42  1010.9   90    6     COMODORO RIVADAVIA AERO                             
01112020    18  26.4   39  1010.6   90    7     COMODORO RIVADAVIA AERO                             
01112020    19  25.3   44  1010.6   90    4     COMODORO RIVADAVIA AERO                             
01112020    20  22.9   56  1010.6   90    2     COMODORO RIVADAVIA AERO                             
01112020    21  20.1   65  1010.6    0    0     COMODORO RIVADAVIA AERO                             
01112020    22  18.7   64  1010.9    0    0     COMODORO RIVADAVIA AERO                             
01112020    23  17.7   60  1011.0    0    0     COMODORO RIVADAVIA AERO                             
01112020     0  16.2   62  1022.7  140    7     CONCORDIA AERO                                      
01112020     1  14.0   72  1022.6   90    6     CONCORDIA AERO                                      
01112020     2  13.6   72  1022.4   70    9     CONCORDIA AERO                                      
01112020     3  13.0   75  1022.3   70    9     CONCORDIA AERO                                      
01112020     4  12.6   74  1022.5    0    0     CONCORDIA AERO                                      
01112020     5  12.4   79  1022.5   20    4     CONCORDIA AERO                                      
01112020     6  11.7   87  1023.4    0    0     CONCORDIA AERO                                      
01112020     7  13.0   77  1023.7  140    6     CONCORDIA AERO                                      
01112020     8  14.9   70  1023.9   70    7     CONCORDIA AERO                                      
01112020     9  17.9   61  1023.8   70    9     CONCORDIA AERO                                      
01112020    10  19.9   51  1023.4   50   11     CONCORDIA AERO                                      
01112020    11  21.6   39  1022.8   90   13     CONCORDIA AERO                                      
01112020    12  22.8   38  1022.0  110   15     CONCORDIA AERO                                      
01112020    13  23.6   35  1021.2  140   15     CONCORDIA AERO                                      
01112020    14  23.7   35  1020.3  140   11     CONCORDIA AERO                                      
01112020    15  24.8   30  1019.5  160   15     CONCORDIA AERO                                      
01112020    16  24.3   30  1018.5  110   11     CONCORDIA AERO                                      
01112020    17  24.1   28  1018.0   90   15     CONCORDIA AERO                                      
01112020    18  23.6   29  1017.9   90   13     CONCORDIA AERO                                      
01112020    19  22.0   34  1017.8  110    9     CONCORDIA AERO                                      
01112020    20  19.9   43  1017.9   90    6     CONCORDIA AERO                                      
01112020    21  18.9   46  1018.4    0    0     CONCORDIA AERO                                      
01112020    22  16.0   62  1018.8    0    0     CONCORDIA AERO                                      
01112020    23  15.2   67  1018.8  140    4     CONCORDIA AERO                                      
01112020     0  12.6   43  1022.6  320   11     CORDOBA AERO                                        
01112020     1  12.1   46  1022.6  320   11     CORDOBA AERO                                        
01112020     2  11.4   50  1022.1  340   13     CORDOBA AERO                                        
01112020     3  11.3   51  1021.4  320   13     CORDOBA AERO                                        
01112020     4   9.8   57  1020.9  320   13     CORDOBA AERO                                        
01112020     5   9.4   63  1020.9  320   13     CORDOBA AERO                                        
01112020     6   9.6   64  1020.8  340   11     CORDOBA AERO                                        
01112020     7  12.2   67  1020.9  340   11     CORDOBA AERO                                        
01112020     8  18.2   50  1021.0   20   15     CORDOBA AERO                                        
01112020     9  20.6   41  1021.1   20   20     CORDOBA AERO                                        
01112020    10  22.4   38  1020.4   50   20     CORDOBA AERO                                        
01112020    11  23.5   34  1020.0   20   17     CORDOBA AERO                                        
01112020    12  25.2   32  1018.9   20   22     CORDOBA AERO                                        
01112020    13  26.6   28  1018.1   50   19     CORDOBA AERO                                        
01112020    14  27.0   26  1017.2   50   19     CORDOBA AERO                                        
01112020    15  27.6   22  1016.3   50   22     CORDOBA AERO                                        
01112020    16  27.6   22  1015.5   50   20     CORDOBA AERO                                        
01112020    17  27.2   22  1014.9   50   22     CORDOBA AERO                                        
01112020    18  26.2   26  1014.8   70   22     CORDOBA AERO                                        
01112020    19  23.9   25  1015.3   70   28     CORDOBA AERO                                        
01112020    20  20.2   28  1015.8   70   15     CORDOBA AERO                                        
01112020    21  16.8   39  1016.9  360    7     CORDOBA AERO                                        
