FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
19112020    14  22.6   31  1008.1  270   22     EL CALAFATE AERO                                    
19112020    15  23.2   35  1008.2  270   33     EL CALAFATE AERO                                    
19112020    16  21.4   38  1008.1  270   33     EL CALAFATE AERO                                    
19112020    17  19.6   43  1008.0  290   28     EL CALAFATE AERO                                    
19112020    18  19.4   44  1007.7  290   28     EL CALAFATE AERO                                    
19112020    19  19.2   44  1007.5  290   28     EL CALAFATE AERO                                    
19112020    20  19.4   46  1007.8  270   33     EL CALAFATE AERO                                    
19112020    21  17.8   61  1007.9  270   15     EL CALAFATE AERO                                    
19112020    22  17.8   43  1007.6  270    4     EL CALAFATE AERO                                    
19112020    23  17.2   49  1007.7  340    7     EL CALAFATE AERO                                    
19112020     0  18.0   82  1017.7  110   19     EL PALOMAR AERO                                     
19112020     1  17.2   90  1017.8  110   19     EL PALOMAR AERO                                     
19112020     2  16.8   78  1017.5  110   17     EL PALOMAR AERO                                     
19112020     3  15.9   78  1017.6  140   11     EL PALOMAR AERO                                     
19112020     4  14.8   87  1017.7  140   11     EL PALOMAR AERO                                     
19112020     5  13.9   88  1018.2  160    9     EL PALOMAR AERO                                     
19112020     6  12.5   89  1018.7  180    6     EL PALOMAR AERO                                     
19112020     7  16.3   77  1019.1  140    9     EL PALOMAR AERO                                     
19112020     8  19.3   65  1019.3  110   13     EL PALOMAR AERO                                     
19112020     9  20.9   60  1019.9  110   15     EL PALOMAR AERO                                     
19112020    10  22.0   55  1019.9   90   17     EL PALOMAR AERO                                     
19112020    11  22.8   46  1019.6   90   13     EL PALOMAR AERO                                     
19112020    12  24.0   38  1019.3  110   13     EL PALOMAR AERO                                     
19112020    13  24.5   35  1019.0  160   15     EL PALOMAR AERO                                     
19112020    14  23.5   48  1018.6   70   13     EL PALOMAR AERO                                     
19112020    15  23.4   51  1018.4   90   13     EL PALOMAR AERO                                     
19112020    16  22.2   55  1018.4   90   20     EL PALOMAR AERO                                     
19112020    17  22.3   56  1018.0   50   19     EL PALOMAR AERO                                     
19112020    18  21.4   58  1017.9   90   19     EL PALOMAR AERO                                     
19112020    19  20.2   62  1018.2   90   19     EL PALOMAR AERO                                     
19112020    20  19.0   66  1018.6   90   17     EL PALOMAR AERO                                     
19112020    21  18.5   67  1019.1   90   20     EL PALOMAR AERO                                     
19112020    22  17.5   64  1019.8  110   22     EL PALOMAR AERO                                     
19112020    23  16.8   73  1019.8  110   13     EL PALOMAR AERO                                     
19112020    12  28.2   18  1014.7  160   15     EL TREBOL                                           
19112020    15  28.2   18  1014.7  140   15     EL TREBOL                                           
19112020    18  28.0   21  1013.0  110    9     EL TREBOL                                           
19112020    21  22.9   32  1014.3  110    9     EL TREBOL                                           
19112020     0  16.6   80  1016.8  250   11     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020     3  15.5   80  1016.9  270    9     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020     6  13.2   82  1018.0  200   11     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020     7  14.3   78  1018.5  230    7     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020     8  18.8   67  1020.2  180   15     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020     9  21.2   66  1020.3  180   13     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    10  23.2   62  1019.9  140    6     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    11  23.8   61  1019.6  140    7     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    12  24.7   53  1019.0   70    9     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    13  26.1   44  1018.2  140   13     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    14  27.5   36  1017.2  140    9     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    15  28.0   34  1015.6  140    9     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    16  27.0   34  1015.2  180    7     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    17  28.5   33  1013.9  140    9     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    18  27.2   34  1014.1  140    9     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    19  26.0   29  1014.5  140    9     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    20  25.0   33  1015.1   90    6     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    21  23.5   36  1016.2   90    6     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    22  23.0   33  1016.6  140    6     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020    23  22.0   37  1017.9    0    0     ESCUELA DE AVIACION MILITA                          
                                            R AERO                                                  
                                                                                                    
19112020     0  18.1   42  1013.5  230   20     ESQUEL AERO                                         
19112020     1  16.6   49  1013.4  230   13     ESQUEL AERO                                         
19112020     2  15.4   50  1013.0  230   19     ESQUEL AERO                                         
19112020     3  13.0   58  1013.8   20    4     ESQUEL AERO                                         
19112020     4  11.6   62  1013.0  250    2     ESQUEL AERO                                         
19112020     5  10.5   66  1013.2  250    7     ESQUEL AERO                                         
19112020     6   8.6   73  1013.8  340    2     ESQUEL AERO                                         
19112020     7  11.3   64  1013.7   50    6     ESQUEL AERO                                         
19112020     8  15.4   56  1013.3    0    0     ESQUEL AERO                                         
19112020     9  17.6   50  1013.1  230    6     ESQUEL AERO                                         
19112020    10  20.6   41  1012.3  230   11     ESQUEL AERO                                         
19112020    11  23.4   39  1011.7  230    7     ESQUEL AERO                                         
19112020    12  25.2   33  1011.0  230   11     ESQUEL AERO                                         
19112020    13  26.8   28  1010.2  270   19     ESQUEL AERO                                         
19112020    14  27.6   24  1009.9  270   15     ESQUEL AERO                                         
19112020    15  29.0   15  1009.5  270   20     ESQUEL AERO                                         
19112020    16  28.7   14  1009.1  290   26     ESQUEL AERO                                         
19112020    17  28.6   14  1009.0  270   26     ESQUEL AERO                                         
19112020    18  28.0   15  1009.6  270   22     ESQUEL AERO                                         
19112020    19  27.4   16  1009.3  270   19     ESQUEL AERO                                         
19112020    20  26.3   18  1008.8  270   11     ESQUEL AERO                                         
19112020    21  23.4   27  1009.3  270    9     ESQUEL AERO                                         
19112020    22  22.5   30  1009.3  270   11     ESQUEL AERO                                         
19112020    23  21.3   32  1009.3  270    9     ESQUEL AERO                                         
19112020     0  15.1   86  1018.1  140    9     EZEIZA AERO                                         
19112020     1  14.2   87  1018.0  140    9     EZEIZA AERO                                         
19112020     2  13.6   88  1017.9  140    7     EZEIZA AERO                                         
19112020     3  13.0   88  1017.9  160    6     EZEIZA AERO                                         
19112020     4  12.4   91  1018.0  160    6     EZEIZA AERO                                         
19112020     5  11.4   94  1018.4  180    6     EZEIZA AERO                                         
19112020     6  10.6   95  1018.9  180    7     EZEIZA AERO                                         
19112020     7  12.6   91  1019.1    0    0     EZEIZA AERO                                         
19112020     8  17.0   74  1019.7  140   11     EZEIZA AERO                                         
19112020     9  19.6   63  1020.2  140   11     EZEIZA AERO                                         
19112020    10  21.3   54  1020.2  110   13     EZEIZA AERO                                         
19112020    11  22.4   48  1019.8  160   11     EZEIZA AERO                                         
19112020    12  23.5   46  1019.5  110   13     EZEIZA AERO                                         
19112020    13  23.9   39  1019.2  140   15     EZEIZA AERO                                         
19112020    14  24.3   36  1018.8  180   15     EZEIZA AERO                                         
19112020    15  25.0   37  1018.5  160   15     EZEIZA AERO                                         
19112020    16  22.8   53  1018.2   50   20     EZEIZA AERO                                         
19112020    17  22.4   55  1018.0   50   19     EZEIZA AERO                                         
19112020    18  21.9   55  1017.9   50   20     EZEIZA AERO                                         
19112020    19  20.9   59  1018.2   50   19     EZEIZA AERO                                         
19112020    20  18.8   66  1018.7   90   11     EZEIZA AERO                                         
19112020    21  17.0   65  1019.3  140   11     EZEIZA AERO                                         
19112020    22  16.8   68  1020.0  110   11     EZEIZA AERO                                         
19112020    23  15.0   79  1019.9  140    7     EZEIZA AERO                                         
19112020     0  19.4   65  1013.0  230    9     FORMOSA AERO                                        
19112020     1  18.9   68  1013.1  230    7     FORMOSA AERO                                        
19112020     2  18.1   71  1013.2  180    9     FORMOSA AERO                                        
19112020     3  19.1   65  1013.3  160   13     FORMOSA AERO                                        
19112020     4  18.2   70  1013.7  160    6     FORMOSA AERO                                        
19112020     5  17.5   76  1014.0  180    6     FORMOSA AERO                                        
19112020     6  16.1   81  1014.4  200    6     FORMOSA AERO                                        
19112020     7  17.4   78  1014.6  200    7     FORMOSA AERO                                        
19112020     8  21.3   64  1015.1  160    9     FORMOSA AERO                                        
19112020     9  25.1   48  1015.3  110   17     FORMOSA AERO                                        
19112020    10  26.3   46  1015.5  110   11     FORMOSA AERO                                        
19112020    11  28.1   39  1015.2  230   11     FORMOSA AERO                                        
19112020    12  29.3   34  1014.6  140   15     FORMOSA AERO                                        
19112020    13  30.2   33  1014.1  180   19     FORMOSA AERO                                        
19112020    14  30.6   30  1013.2  180   20     FORMOSA AERO                                        
19112020    15  31.1   30  1012.4  180   19     FORMOSA AERO                                        
19112020    16  30.3   33  1011.9  180   11     FORMOSA AERO                                        
19112020    17  30.3   31  1011.6  180    9     FORMOSA AERO                                        
19112020    18  29.5   34  1011.3  180   22     FORMOSA AERO                                        
19112020    19  27.5   42  1011.4  180    7     FORMOSA AERO                                        
19112020    20  24.6   66  1011.9  180    6     FORMOSA AERO                                        
19112020    21  23.0   64  1012.0  160    6     FORMOSA AERO                                        
19112020    22  22.2   66  1012.2  160    6     FORMOSA AERO                                        
19112020    23  20.6   82  1012.7  110    4     FORMOSA AERO                                        
19112020     6  15.5   68  1018.3   50   19     GENERAL PICO AERO                                   
19112020     7  16.0   71  1018.7   20   19     GENERAL PICO AERO                                   
19112020     8  17.1   66  1019.0   20   19     GENERAL PICO AERO                                   
19112020     9  20.2   56  1019.4   20   19     GENERAL PICO AERO                                   
19112020    10  22.7   47  1019.3   20   20     GENERAL PICO AERO                                   
19112020    11  25.1   40  1018.6   20   19     GENERAL PICO AERO                                   
19112020    12  26.5   34  1018.2   50   19     GENERAL PICO AERO                                   
19112020    13  27.6   33  1017.5   20   13     GENERAL PICO AERO                                   
19112020    14  28.1   33  1017.0   50   13     GENERAL PICO AERO                                   
19112020    15  29.1   29  1016.3   20   13     GENERAL PICO AERO                                   
19112020    16  30.1   26  1015.6   70   22     GENERAL PICO AERO                                   
19112020    17  31.1   23  1015.0   90   17     GENERAL PICO AERO                                   
19112020    18  28.1   25  1015.0   50   28     GENERAL PICO AERO                                   
19112020    19  26.5   29  1015.2   70    9     GENERAL PICO AERO                                   
19112020    20  24.7   38  1015.5   50   17     GENERAL PICO AERO                                   
19112020    21  22.1   46  1015.9   70   20     GENERAL PICO AERO                                   
19112020     9  19.0   46  1009.9    0    0     GOBERNADOR GREGORES AERO                            
19112020    15  27.4   24  1005.9    0    0     GOBERNADOR GREGORES AERO                            
19112020    21  24.8   21  1005.4  180   28     GOBERNADOR GREGORES AERO                            
19112020     6  15.6   93  1015.7  160    7     GUALEGUAYCHU AERO                                   
19112020     7  17.0   88  1016.0  160    9     GUALEGUAYCHU AERO                                   
19112020     8  19.3   78  1016.6  140   11     GUALEGUAYCHU AERO                                   
19112020     9  20.8   72  1016.7  110   15     GUALEGUAYCHU AERO                                   
19112020    10  22.0   64  1016.7  140   22     GUALEGUAYCHU AERO                                   
19112020    11  24.2   52  1016.7  140   19     GUALEGUAYCHU AERO                                   
19112020    12  24.7   47  1016.1   90   15     GUALEGUAYCHU AERO                                   
19112020    13  26.3   39  1015.7  140   19     GUALEGUAYCHU AERO                                   
19112020    14  26.0   39  1015.3  140   19     GUALEGUAYCHU AERO                                   
19112020    15  27.4   33  1014.8  180   11     GUALEGUAYCHU AERO                                   
19112020    16  28.1   34  1014.2  140   19     GUALEGUAYCHU AERO                                   
19112020    17  27.0   35  1014.0  140   17     GUALEGUAYCHU AERO                                   
19112020    18  26.9   37  1013.8  180   13     GUALEGUAYCHU AERO                                   
19112020    19  24.4   41  1014.2  180   19     GUALEGUAYCHU AERO                                   
19112020    20  21.9   47  1014.8  180    7     GUALEGUAYCHU AERO                                   
19112020    21  20.8   53  1015.6  140    9     GUALEGUAYCHU AERO                                   
19112020     0  16.9   95  1011.4    0    0     IGUAZU AERO                                         
19112020     1  16.4   96  1011.5  230    6     IGUAZU AERO                                         
19112020     2  16.2   95  1011.2    0    0     IGUAZU AERO                                         
19112020     3  15.4   97  1011.4  230    6     IGUAZU AERO                                         
19112020     4  15.3  100  1011.3  230    6     IGUAZU AERO                                         
19112020     5  14.8  100  1011.6  230    7     IGUAZU AERO                                         
19112020     6  14.6  100  1011.8  230    9     IGUAZU AERO                                         
19112020     7  14.9   99  1012.3  230    7     IGUAZU AERO                                         
19112020     8  17.9   95  1013.3  180   19     IGUAZU AERO                                         
19112020     9  21.0       1013.9  180   19     IGUAZU AERO                                         
19112020    10  23.1   74  1013.7  180   15     IGUAZU AERO                                         
19112020    11  24.6   69  1013.7  180   22     IGUAZU AERO                                         
19112020    12  26.2   62  1012.9  180   15     IGUAZU AERO                                         
19112020    13  27.3   54  1012.2  180   15     IGUAZU AERO                                         
19112020    14  28.2   48  1011.3  180   15     IGUAZU AERO                                         
19112020    15  29.0   43  1010.6  180   22     IGUAZU AERO                                         
19112020    16  29.8   40  1010.2  180   19     IGUAZU AERO                                         
19112020    17  30.4   37  1009.9  180   15     IGUAZU AERO                                         
19112020    18  29.3   39  1010.0  180   13     IGUAZU AERO                                         
19112020    19  27.4   37  1010.5  180    7     IGUAZU AERO                                         
19112020    20  24.3   46  1011.1  180    7     IGUAZU AERO                                         
19112020    21  22.9   51  1011.5  180    7     IGUAZU AERO                                         
19112020    22  21.2   57  1012.2  180    6     IGUAZU AERO                                         
19112020    23  19.9   76  1012.2  180    7     IGUAZU AERO                                         
19112020     6  13.8   91  1011.9  180    4     ITUZAINGO                                           
19112020     9  23.0   62  1012.6   50   11     ITUZAINGO                                           
19112020    12  31.8   36  1013.5  140   11     ITUZAINGO                                           
19112020    15  32.0   33  1012.0  140   11     ITUZAINGO                                           
19112020    18  29.4   41  1010.6  180    9     ITUZAINGO                                           
19112020    21  22.0   66  1011.4    0    0     ITUZAINGO                                           
19112020     9  17.4   63  1537.0    0    0     JACHAL                                              
19112020    15  27.0   24  1499.0  140    9     JACHAL                                              
19112020    21  21.4   46  1494.0    0    0     JACHAL                                              
19112020     0  19.0   67  1541.0  290    9     JUJUY AERO                                          
19112020     1  18.8   68  1540.0  290    9     JUJUY AERO                                          
19112020     2  18.6   70  1536.0  290    9     JUJUY AERO                                          
19112020     3  18.2   70  1533.0  290    9     JUJUY AERO                                          
19112020     4  16.3   77  1532.0  290    9     JUJUY AERO                                          
19112020     5  15.3   79  1534.0  320    9     JUJUY AERO                                          
19112020     6  15.2   78  1535.0  290   11     JUJUY AERO                                          
19112020     7  14.9   76  1538.0  290    9     JUJUY AERO                                          
19112020     8  17.3   65  1545.0  320    9     JUJUY AERO                                          
19112020     9  20.5   58  1546.0  270    6     JUJUY AERO                                          
19112020    10  22.0   56  1546.0  140    9     JUJUY AERO                                          
19112020    11  24.0   50  1542.0   90    9     JUJUY AERO                                          
19112020    12  25.5   42  1535.0  140    9     JUJUY AERO                                          
19112020    13  27.4   38  1528.0   70   15     JUJUY AERO                                          
19112020    14  28.0   36  1518.0   70   15     JUJUY AERO                                          
19112020    15  28.8   27  1507.0   90    9     JUJUY AERO                                          
19112020    16  28.0   31  1500.0   70    9     JUJUY AERO                                          
19112020    17  27.0   34  1492.0   50    9     JUJUY AERO                                          
19112020    18  26.2   33  1490.0   50    9     JUJUY AERO                                          
19112020    19  25.6   37  1492.0  290    9     JUJUY AERO                                          
19112020    20  24.2   41  1500.0  290   15     JUJUY AERO                                          
19112020    21  22.8   46  1516.0  360    7     JUJUY AERO                                          
19112020    22  22.5   46  1523.0  360    9     JUJUY AERO                                          
19112020    23  21.5   52  1530.0  320   11     JUJUY AERO                                          
19112020     9  18.0   64  1534.0  320    4     JUJUY U N                                           
19112020    15  23.6   48  1496.0  140    9     JUJUY U N                                           
19112020    21  18.8   63  1507.0  270    4     JUJUY U N                                           
19112020     0  17.2   70  1017.0  110   15     JUNIN AERO                                          
19112020     1  16.1   78  1017.0   90   11     JUNIN AERO                                          
19112020     2  15.2   78  1017.2  110   13     JUNIN AERO                                          
19112020     3  14.2   83  1017.2   90   13     JUNIN AERO                                          
19112020     4  13.0   91  1017.5  110   13     JUNIN AERO                                          
19112020     5  13.2   92  1018.0   90   13     JUNIN AERO                                          
19112020     6  13.0   91  1018.1  110   15     JUNIN AERO                                          
19112020     7  14.1   86  1018.7  110   13     JUNIN AERO                                          
19112020     8  15.7   81  1019.2  110   13     JUNIN AERO                                          
19112020     9  18.4   71  1019.2   70   15     JUNIN AERO                                          
19112020    10  21.2   56  1019.2   70   17     JUNIN AERO                                          
19112020    11  22.6   52  1018.9   70   13     JUNIN AERO                                          
19112020    12  23.7   36  1018.9  140   15     JUNIN AERO                                          
19112020    13  24.5   32  1018.4  110   17     JUNIN AERO                                          
19112020    14  25.3   32  1017.9  110   39     JUNIN AERO                                          
19112020    15  25.4   29  1017.2  140   17     JUNIN AERO                                          
19112020    16  25.2   32  1017.2   90   20     JUNIN AERO                                          
19112020    17  25.1   32  1016.6   90   17     JUNIN AERO                                          
19112020    18  25.0   34  1016.4  110   15     JUNIN AERO                                          
19112020    19  23.5   35  1016.5   90   17     JUNIN AERO                                          
19112020    20  20.2   52  1016.9   90   11     JUNIN AERO                                          
19112020    21  18.8   53  1017.2   70   11     JUNIN AERO                                          
19112020    22  18.1   52  1017.8  110   15     JUNIN AERO                                          
19112020    23  17.0   57  1018.1  110   11     JUNIN AERO                                          
19112020     6   9.2   99  1019.3  200    6     LA PLATA AERO                                       
19112020     7  12.0   87  1019.9  180    7     LA PLATA AERO                                       
19112020     8  16.4   77  1020.5  180   11     LA PLATA AERO                                       
19112020     9  19.0   64  1020.7   90   13     LA PLATA AERO                                       
19112020    10  20.2   56  1020.5  140    9     LA PLATA AERO                                       
19112020    11  21.2   52  1020.2  160   15     LA PLATA AERO                                       
19112020    12  22.6   48  1020.1  140   13     LA PLATA AERO                                       
19112020    13  22.3   47  1019.9  160   15     LA PLATA AERO                                       
19112020    14  21.3   59  1019.8   90   19     LA PLATA AERO                                       
19112020    15  22.0   57  1019.6   70   20     LA PLATA AERO                                       
19112020    16  20.9   59  1019.2   90   28     LA PLATA AERO                                       
19112020    17  21.8   49  1018.9  110   19     LA PLATA AERO                                       
19112020    18  20.5   54  1019.0  140   19     LA PLATA AERO                                       
19112020    19  18.5   62  1019.3  110   15     LA PLATA AERO                                       
19112020    20  15.9   73  1019.8  110    9     LA PLATA AERO                                       
19112020    21  14.6   80  1020.2  140    6     LA PLATA AERO                                       
19112020     0   8.2   39  3092.0  270    4     LA QUIACA OBSERVATORIO                              
19112020     1   7.1   81  3092.0    0    0     LA QUIACA OBSERVATORIO                              
19112020     2   6.1   89  3090.0    0    0     LA QUIACA OBSERVATORIO                              
19112020     3   5.3   90  3088.0    0    0     LA QUIACA OBSERVATORIO                              
19112020     4   4.1   92  3090.0    0    0     LA QUIACA OBSERVATORIO                              
19112020     5   3.6   95  3094.0    0    0     LA QUIACA OBSERVATORIO                              
19112020     6   3.2   95  3100.0    0    0     LA QUIACA OBSERVATORIO                              
19112020     7   4.0   95  3105.0    0    0     LA QUIACA OBSERVATORIO                              
19112020     8   5.5   92  3113.0   50    4     LA QUIACA OBSERVATORIO                              
19112020     9   6.1   79  3114.0   50    4     LA QUIACA OBSERVATORIO                              
19112020    10   9.5   54  3113.0    0    0     LA QUIACA OBSERVATORIO                              
19112020    11  12.2   40  3107.0  140    4     LA QUIACA OBSERVATORIO                              
19112020    12  14.6   33  3098.0  140    4     LA QUIACA OBSERVATORIO                              
19112020    13  16.8   25  3086.0  140    4     LA QUIACA OBSERVATORIO                              
19112020    14  18.2   20  3076.0  230    9     LA QUIACA OBSERVATORIO                              
19112020    15  18.6   20  3059.0  360    9     LA QUIACA OBSERVATORIO                              
19112020    16  18.8   20  3046.0   90    4     LA QUIACA OBSERVATORIO                              
19112020    17  18.5   20  3040.0   90    9     LA QUIACA OBSERVATORIO                              
19112020    18  16.7   45  3042.0   90   15     LA QUIACA OBSERVATORIO                              
19112020    19  14.4   54  3052.0   50   15     LA QUIACA OBSERVATORIO                              
19112020    20  10.2   67  3074.0   50   15     LA QUIACA OBSERVATORIO                              
19112020    21   9.1   73  3091.0   50    9     LA QUIACA OBSERVATORIO                              
19112020    22   8.3   75  3099.0   50    9     LA QUIACA OBSERVATORIO                              
19112020    23   8.2   74  3104.0   50    4     LA QUIACA OBSERVATORIO                              
19112020     0  18.6   67  1015.0  270    4     LA RIOJA AERO                                       
19112020     1  17.5   72  1014.9    0    0     LA RIOJA AERO                                       
19112020     2  16.8   75  1014.5  180    4     LA RIOJA AERO                                       
19112020     3  16.3   77  1013.7    0    0     LA RIOJA AERO                                       
19112020     4  16.1   78  1013.9  270    4     LA RIOJA AERO                                       
19112020     5  15.8   80  1014.1  270    4     LA RIOJA AERO                                       
19112020     6  15.6   77  1014.2  230    4     LA RIOJA AERO                                       
19112020     7  14.8   71  1015.0    0    0     LA RIOJA AERO                                       
19112020     8  16.0   67  1015.8  230    4     LA RIOJA AERO                                       
19112020     9  22.6   53  1015.9    0    0     LA RIOJA AERO                                       
19112020    10  24.0   54  1015.8   90    7     LA RIOJA AERO                                       
19112020    11  25.8   47  1015.1  140    4     LA RIOJA AERO                                       
19112020    12  27.5   31  1014.1   80    9     LA RIOJA AERO                                       
19112020    13  29.1   30  1013.2   90   11     LA RIOJA AERO                                       
19112020    14  29.3   28  1012.0   90    9     LA RIOJA AERO                                       
19112020    15  30.5   26  1010.3   70    9     LA RIOJA AERO                                       
19112020    16  30.5   26  1009.6   70    9     LA RIOJA AERO                                       
19112020    17  30.2   27  1008.6   70    9     LA RIOJA AERO                                       
19112020    18  30.3   27  1008.1   90    4     LA RIOJA AERO                                       
19112020    19  29.4   28  1008.5   90    9     LA RIOJA AERO                                       
19112020    20  27.6   33  1009.1   90    4     LA RIOJA AERO                                       
19112020    21  26.9   34  1009.7   90    9     LA RIOJA AERO                                       
19112020    22  26.3   35  1010.6   50    7     LA RIOJA AERO                                       
19112020    23  24.5   35  1011.7   90   11     LA RIOJA AERO                                       
19112020     0  16.8   76  1016.8    0    0     LABOULAYE AERO                                      
19112020     1  16.4   79  1017.5    0    0     LABOULAYE AERO                                      
19112020     2  15.9   80  1017.7    0    0     LABOULAYE AERO                                      
19112020     3  15.4   81  1017.7    0    0     LABOULAYE AERO                                      
19112020     4  14.6   83  1017.8    0    0     LABOULAYE AERO                                      
19112020     5  13.0   84  1018.1    0    0     LABOULAYE AERO                                      
19112020     6  12.7   83  1018.7    0    0     LABOULAYE AERO                                      
19112020     7  12.9   83  1018.9    0    0     LABOULAYE AERO                                      
19112020     8  16.4   76  1019.2    0    0     LABOULAYE AERO                                      
19112020     9  20.5   74  1019.5   20   15     LABOULAYE AERO                                      
19112020    10  23.3   57  1019.6  360   15     LABOULAYE AERO                                      
19112020    11  24.9   42  1019.2  360   11     LABOULAYE AERO                                      
19112020    12  26.1   34  1018.9  360   15     LABOULAYE AERO                                      
19112020    13  26.6   31  1018.0  360   11     LABOULAYE AERO                                      
19112020    14  27.7   31  1017.5  360    7     LABOULAYE AERO                                      
19112020    15  28.1   28  1017.1  360   15     LABOULAYE AERO                                      
19112020    16  28.3   24  1016.5   20   19     LABOULAYE AERO                                      
19112020    17  27.9   21  1016.3   90   19     LABOULAYE AERO                                      
19112020    18  27.0   27  1016.0   90   19     LABOULAYE AERO                                      
19112020    19  25.9   31  1016.0   90   15     LABOULAYE AERO                                      
19112020    20  22.3   42  1016.0   90   11     LABOULAYE AERO                                      
19112020    21  19.7   47  1016.5   90   11     LABOULAYE AERO                                      
19112020    22  18.1   53  1017.2   90    7     LABOULAYE AERO                                      
19112020    23  17.0   56  1017.8   90    7     LABOULAYE AERO                                      
19112020     9  17.3   63  1020.5   90   15     LAS FLORES                                          
19112020    12  21.5   38  1020.4   90   11     LAS FLORES                                          
19112020    15  23.0   32  1018.8   90   11     LAS FLORES                                          
19112020    18  22.0   47  1017.6   90   19     LAS FLORES                                          
19112020    21  17.0   74  1017.8   90    7     LAS FLORES                                          
19112020     6  16.5   70  1014.1  140    4     LAS LOMITAS                                         
19112020     7  17.6   64  1014.9  140    4     LAS LOMITAS                                         
19112020     8  21.3   56  1015.8  140    4     LAS LOMITAS                                         
19112020     9  24.2   47  1016.1  140    6     LAS LOMITAS                                         
19112020    10  27.4   40  1016.4  140    6     LAS LOMITAS                                         
19112020    11  28.4   34  1016.3  140    6     LAS LOMITAS                                         
19112020    12  29.6   32  1015.6  140    6     LAS LOMITAS                                         
19112020    13  30.6   31  1014.8  140    6     LAS LOMITAS                                         
19112020    14  30.6   28  1014.0  140    9     LAS LOMITAS                                         
19112020    15  31.3   29  1013.1  180    7     LAS LOMITAS                                         
19112020    16  32.0   28  1012.2  140    7     LAS LOMITAS                                         
19112020    17  31.6   28  1011.7  180    6     LAS LOMITAS                                         
19112020    18  30.8   29  1011.4  140    7     LAS LOMITAS                                         
19112020    19  30.0   31  1011.3   90    4     LAS LOMITAS                                         
19112020    20  27.2   39  1011.4   90    4     LAS LOMITAS                                         
19112020    21  24.8   52  1012.1    0    0     LAS LOMITAS                                         
19112020     0  14.7   61  1548.0  320    9     MALARGUE AERO                                       
19112020     1  13.7   80  1548.0   50    9     MALARGUE AERO                                       
19112020     2  13.5   69  1544.0  320    7     MALARGUE AERO                                       
19112020     3  13.5   69  1541.0  270    6     MALARGUE AERO                                       
19112020     4  13.6   66  1538.0  200    7     MALARGUE AERO                                       
19112020     5  13.3   67  1537.0  230    6     MALARGUE AERO                                       
19112020     6  13.1   68  1536.0  320    7     MALARGUE AERO                                       
19112020     7  12.4   73  1536.0  250    7     MALARGUE AERO                                       
19112020     8  14.0   64  1536.0  180   11     MALARGUE AERO                                       
19112020     9  15.8   55  1536.0    0    0     MALARGUE AERO                                       
19112020    10  16.8   50  1532.0  140    7     MALARGUE AERO                                       
19112020    11  18.0   49  1527.0  140    7     MALARGUE AERO                                       
19112020    12  19.6   47  1524.0   20    7     MALARGUE AERO                                       
19112020    13  20.4   45  1516.0  340   17     MALARGUE AERO                                       
19112020    14  23.6   36  1505.0  340   22     MALARGUE AERO                                       
19112020    15  22.4   36  1498.0  360   13     MALARGUE AERO                                       
19112020    16  15.2   65  1505.0  360   13     MALARGUE AERO                                       
19112020    17  17.0   49  1507.0   90   20     MALARGUE AERO                                       
19112020    18  15.8   55  1502.0  360   13     MALARGUE AERO                                       
19112020    19  15.4   60  1509.0   90    6     MALARGUE AERO                                       
19112020    20  14.4   61  1520.0   90    6     MALARGUE AERO                                       
19112020    21  14.0   64  1528.0  360   11     MALARGUE AERO                                       
19112020    22  13.6   66  1532.0  320    7     MALARGUE AERO                                       
19112020    23  12.4   74  1533.0  340   17     MALARGUE AERO                                       
19112020     0  18.0   34  1537.0   50    9     MAQUINCHAO                                          
19112020     3  14.5   51  1537.0   50   15     MAQUINCHAO                                          
19112020     6  10.8   55  1533.0    0    0     MAQUINCHAO                                          
19112020     9  18.2   46  1532.0   90    4     MAQUINCHAO                                          
